Data according to Statistics Iceland, which collects the official statistics for Iceland.[34][35][36]
Year 	Average
population
	Live
births 	Deaths 	Natural
change 	Crude
birth rate
(per 1000) 	Crude
death rate
(per 1000) 	Natural
change
(per 1000) 	Total
fertility
rate
1900 	78,000 	2,237 	1,545 	692 	28.6 	19.8 	8.9 	3.93
1901 	78,000 	2,179 	1,155 	1,024 	27.8 	14.7 	13.1 	3.86
1902 	79,000 	2,220 	1,262 	958 	28.1 	16.0 	12.1 	3.95
1903 	79,000 	2,244 	1,324 	920 	28.3 	16.7 	11.6 	4.00
1904 	80,000 	2,293 	1,242 	1,051 	28.7 	15.5 	13.2 	4.09
1905 	81,000 	2,271 	1,435 	836 	28.1 	17.8 	10.4 	4.02
1906 	82,000 	2,346 	1,193 	1,153 	28.8 	14.6 	14.2 	4.14
1907 	83,000 	2,304 	1,396 	908 	27.9 	16.9 	11.0 	4.04
1908 	83,000 	2,270 	1,594 	676 	27.3 	19.1 	8.2 	4.01
1909 	84,000 	2,283 	1,263 	1,020 	27.2 	15.0 	12.2 	4.00
1910 	85,000 	2,171 	1,304 	867 	25.6 	15.4 	10.2 	3.79
1911 	85,000 	2,205 	1,152 	1,053 	25.8 	13.5 	12.3 	3.80
1912 	86,000 	2,234 	1,171 	1,063 	26.0 	13.6 	12.4 	3.82
1913 	87,000 	2,216 	1,060 	1,156 	25.6 	12.2 	13.4 	3.76
1914 	88,000 	2,338 	1,428 	910 	26.7 	16.3 	10.4 	3.90
1915 	89,000 	2,446 	1,376 	1,070 	27.6 	15.5 	12.1 	4.00
1916 	89,000 	2,377 	1,322 	1,055 	26.6 	14.8 	11.8 	3.81
1917 	91,000 	2,427 	1,111 	1,316 	26.8 	12.3 	14.5 	3.82
1918 	92,000 	2,441 	1,518 	923 	26.6 	16.6 	10.1 	3.78
1919 	92,000 	2,342 	1,169 	1,173 	25.4 	12.7 	12.7 	3.62
1920 	94,000 	2,627 	1,360 	1,267 	28.1 	14.5 	13.6 	3.96
1921 	95,000 	2,601 	1,478 	1,123 	27.4 	15.6 	11.8 	3.87
1922 	96,000 	2,546 	1,280 	1,266 	26.6 	13.4 	13.2 	3.72
1923 	97,000 	2,612 	1,287 	1,325 	26.9 	13.3 	13.7 	3.77
1924 	98,000 	2,525 	1,462 	1,063 	25.7 	14.9 	10.8 	3.62
1925 	99,000 	2,554 	1,229 	1,325 	25.7 	12.4 	13.3 	3.59
1926 	101,000 	2,676 	1,121 	1,555 	26.5 	11.1 	15.4 	3.71
1927 	103,000 	2,642 	1,282 	1,360 	25.8 	12.5 	13.3 	3.59
1928 	104,000 	2,542 	1,124 	1,418 	24.4 	10.8 	13.6 	3.40
