Average population (Mid-year)[86] 	Live
births[87] 	Deaths 	Natural change 	Crude
birth rate
(per 1000)[88] 	Crude
death rate
(per 1000)[88] 	Natural change
(per 1000) 	Total Fertility Rate[fn 2][38][2]
1900 	41,154,600 	1,089,487 	695,867 	393,620 	26.5 	16.9 	9.6 	3.53
1901 	41,538,200 	1,092,781 	655,646 	437,135 	26.3 	15.8 	10.5 	3.49
1902 	41,892,700 	1,103,483 	636,650 	466,833 	26.3 	15.2 	11.1 	3.44
1903 	42,246,600 	1,113,086 	613,726 	499,360 	26.3 	14.5 	11.8 	3.40
1904 	42,611,400 	1,109,542 	651,301 	458,241 	26 	15.3 	10.8 	3.35
1905 	42,980,800 	1,092,108 	617,516 	474,592 	25.4 	14.4 	11 	3.30
1906 	43,361,100 	1,098,475 	629,955 	468,520 	25.3 	14.5 	10.8 	3.24
1907 	43,737,800 	1,077,851 	625,271 	452,580 	24.6 	14.3 	10.3 	3.19
1908 	44,123,800 	1,102,345 	621,427 	480,918 	25 	14.1 	10.9 	3.14
1909 	44,519,500 	1,073,781 	614,910 	458,871 	24.1 	13.8 	10.3 	3.07
1910 	44,915,900 	1,051,240 	578,091 	473,149 	23.4 	12.9 	10.5 	2.99
1911 	42,189,800 	1,033,395 	620,828 	412,567 	24.5 	14.7 	9.8 	2.92
1912 	42,373,600 	1,025,828 	580,977 	444,851 	24.2 	13.7 	10.5 	2.90
1913 	42,582,300 	1,032,286 	600,554 	431,732 	24.2 	14.1 	10.1 	2.93
1914 	42,956,900 	1,032,734 	611,970 	420,764 	24 	14.2 	9.8 	2.88
1915 	41,361,500 	956,877 	666,322 	290,555 	23.1 	16.1 	7 	2.59
1916 	40,536,300 	922,085 	599,621 	322,464 	22.7 	14.8 	8 	2.60
1917 	39,780,700 	790,736 	589,416 	201,320 	19.9 	14.8 	5.1 	2.10
1918 	39,582,000 	787,427 	715,246 	72,181 	19.9 	18.1 	1.8 	2.03
1919 	42,944,100 	826,202 	602,188 	224,014 	19.2 	18.1 	5.2 	2.31
1920 	43,646,400 	1,126,849 	555,326 	571,523 	19.2 	14 	13.1 	3.08
1921 	43,904,100 	1,001,725 	544,140 	457,585 	22.8 	12.4 	10.4 	2.69
1922 	44,331,500 	924,740 	579,480 	345,260 	20.9 	13.1 	7.8 	2.44
1923 	44,563,100 	900,130 	526,858 	373,272 	20.2 	11.8 	8.4 	2.38
1924 	44,885,600 	865,329 	563,891 	301,438 	19.3 	12.6 	6.7 	2.28
1925 	45,040,000 	842,405 	558,132 	284,273 	18.7 	12.4 	6.3 	2.20
1926 	45,217,600 	825,174 	536,411 	288,763 	18.2 	11.9 	6.4 	2.15
1927 	45,432,000 	777,520 	568,655 	208,865 	17.1 	12.5 	4.6 	2.01
1928 	45,622,200 	783,052 	543,664 	239,388 	17.2 	11.9 	5.2 	2.01
1929 	45,731,000 	761,963 	623,231 	138,732 	16.7 	13.6 	3 	1.95
1930 	45,888,900 	769,239 	536,860 	232,379 	16.8 	11.7 	5.1 	1.95
1931 	46,073,600 	749,974 	573,908 	176,066 	16.3 	12.5 	3.8 	1.89
1932 	46,335,000 	730,079 	567,986 	162,093 	15.8 	12.3 	3.5 	1.83
1933 	46,520,000 	691,560 	579,467 	112,093 	14.9 	12.5 	2.4 	1.72
1934 	46,666,000 	711,483 	558,072 	153,411 	15.2 	12 	3.3 	1.76
1935 	46,869,500 	711,426 	561,324 	150,102 	15.2 	12 	3.2 	1.75
1936 	47,081,300 	720,129 	580,942 	139,187 	15.3 	12.3 	3 	1.77
1937 	47,288,600 	723,779 	597,798 	125,981 	15.3 	12.6 	2.7 	1.79
1938 	47,494,100 	735,573 	559,598 	175,975 	15.5 	11.8 	3.7 	1.84
1939 	47,547,700 	726,632 	581,857 	144,775 	15.3 	12.2 	3.0 	1.84
1940 	46,026,200 	701,875 	673,253 	28,622 	15.2 	14.6 	0.6 	1.74
1941 	44,870,400 	695,726 	627,378 	68,348 	15.5 	14.0 	1.5 	1.72
1942 	44,323,000 	771,851 	562,356 	209,495 	17.4 	12.7 	4.7 	1.93
1943 	48,261,000 	810,524 	585,582 	224,942 	16.8 	12.1 	4.7 	2.03
1944 	48,261,600 	878,298 	573,570 	303,728 	18.2 	11.9 	6.3 	2.25
1945 	48,668,900 	795,868 	567,027 	228,841 	16.4 	11.7 	4.7 	2.05
1946 	48,987,800 	955,266 	573,361 	381,905 	19.5 	11.7 	7.8 	2.47
1947 	49,538,700 	1,025,427 	600,728[89] 	424,699 	20.7 	12.1 	8.6 	2.69
1948 	50,033,200 	905,182 	546,002 	359,180 	18.1 	10.9 	7.2 	2.39
1949 	50,331,000 	855,298 	589,876 	265,422 	17 	11.7 	5.3 	2.26
1950 	50,381,500[90] 	818,421 	590,136 	228,285 	16.2 	11.7 	4.5 	2.08
1951 	50,286,900 	796,645 	632,786 	163,859 	15.8 	12.6 	3.3 	2.10
1952 	50,429,200 	792,917 	573,806 	219,111 	15.7 	11.4 	4.3 	2.15
1953 	50,592,900 	804,269 	577,220 	227,049 	15.9 	11.4 	4.5 	2.20
1954 	50,764,900 	794,769 	578,400 	216,369 	15.7 	11.4 	4.3 	2.26
1955 	50,946,100 	789,315 	595,916 	193,399 	15.5 	11.7 	3.8 	2.33
1956 	51,183,500 	825,137 	597,981 	227,156 	16.1 	11.7 	4.4 	2.40
1957 	51,430,200 	851,466 	591,200 	260,266 	16.6 	11.5 	5.1 	2.48
1958 	51,652,500 	870,497 	604,040 	266,457 	16.9 	11.7 	5.2 	2.55
1959 	51,956,300 	878,561 	606,115 	272,446 	16.9 	11.7 	5.2 	2.63
1960 	52,372,500 	918,286 	603,328 	314,958 	17.5 	11.5 	6.0 	2.71
1961 	52,807,400 	944,365 	631,788 	312,577 	17.9 	12.0 	5.9 	2.78
1962 	53,291,800 	975,635 	636,051 	339,584 	18.3 	11.9 	6.4 	2.87
1963 	53,624,900 	990,160 	654,288 	335,872 	18.5 	12.2 	6.3 	2.90
1964 	53,990,800 	1,014,672 	611,130 	403,542 	18.8 	11.3 	7.5 	2.95
1965 	54,349,500 	997,275 	627,798 	369,477 	18.3 	11.6 	6.8 	2.88
1966 	54,642,700 	979,587 	643,754 	335,833 	17.9 	11.8 	6.1 	2.80
1967 	54,959,000 	961,800 	616,710 	345,090 	17.5 	11.2 	6.3 	2.69
1968 	55,213,500 	947,231 	655,998 	291,233 	17.2 	11.9 	5.3 	2.61
1969 	55,460,600 	920,256 	659,537 	260,719 	16.6 	11.9 	4.7 	2.51
1970 	55,632,200 	903,907 	655,385 	248,522 	16.2 	11.8 	4.5 	2.44
1971 	55,928,000 	901,648 	645,078 	256,570 	16.1 	11.5 	4.6 	2.40
1972 	56,096,000 	833,984 	673,938 	160,046 	14.9 	12.0 	2.9 	2.20
1973 	56,223,000 	779,545 	669,692 	109,853 	13.9 	11.9 	2.0 	2.03
1974 	56,235,000 	737,138 	667,359 	69,779 	13.1 	11.9 	1.2 	1.92
1975 	56,225,000 	697,518 	662,477 	35,041 	12.4 	11.8 	0.6 	1.81
1976 	56,216,000 	675,526 	680,799 	-5,273 	12.0 	12.1 	-0.1 	1.74
1977 	56,189,000 	657,038 	655,143 	1,895 	11.7 	11.7 	0.0 	1.69
1978 	56,178,000 	686,952 	667,177 	19,775 	12.2 	11.9 	0.4 	1.75
1979 	56,240,000 	734,572 	675,576 	58,996 	13.1 	12.0 	1.0 	1.86
1980 	56,329,000 	753,708 	661,519 	92,189 	13.4 	11.7 	1.6 	1.90
1981 	56,357,000 	730,712 	657,974 	72,738 	13.0 	11.7 	1.3 	1.82
1982 	56,290,000 	718,999 	662,081 	56,918 	12.8 	11.8 	1.0 	1.78
1983 	56,315,000 	721,238 	659,101 	62,137 	12.8 	11.7 	1.1 	1.77
1984 	56,409,000 	729,401 	644,918 	84,483 	12.9 	11.4 	1.5 	1.77
1985 	56,554,000 	750,520 	670,656 	79,864 	13.3 	11.9 	1.4 	1.79
