1946,573361
1947,600728
1948,546002
1949,589876
1950,590136
1951,632786
1952,573806
1953,577220
1954,578400
1955,595916
1956,597981
1957,591200
1958,604040
1959,606115
1960,603328
1961,631788
1962,636051
1963,654288
1964,611130
1965,627798
1966,643754
1967,616710
1968,655998
1969,659537
1970,655385
1971,645078
1972,673938
1973,669692
1974,667359
1975,662477
1976,680799
1977,655143
1978,667177
1979,675576
1980,661519
1981,657974
1982,662801
1983,659101
1984,644918
1985,670656
1986,660735
1987,644342
1988,649178
1989,657733
1990,641799
1991,646181
1992,634238
1993,658194
1994,626222
1995,641712
1996,638879
1997,632517
1998,627592
1999,629476
2000,610579
2001,604393
2002,608045
2003,612085
2004,584791
2005,582964
2006,572224
2007,574687
2008,579697
2009,559617
2010,561666
2011,552232
2012,569024
2013,576458
2014,570341
2015,602782
2016,597206
2017,607172
2018,616014
2019,604707
2020,689629
2021,667479
2022,657278
