 	Average
population 	Live births 	Deaths 	Natural
change 	Crude birth

rate (per 1000)
	Crude death

rate (per 1000)
	Natural change

(per 1000)
	Total
fertility
rates[fn 2]
1900 	5,117,000 	138,139 	86,146 	51,993 	27.0 	16.8 	10.2 	4.02
1901 	5,156,000 	139,370 	82,772 	56,598 	27.0 	16.1 	10.9 	4.04
1902 	5,187,000 	137,364 	79,722 	57,642 	26.5 	15.4 	11.1 	3.95
1903 	5,210,000 	133,896 	78,610 	55,286 	25.7 	15.1 	10.6 	3.82
1904 	5,241,000 	134,952 	80,152 	54,800 	25.7 	15.3 	10.4 	3.83
1905 	5,278,000 	135,409 	82,443 	52,966 	25.7 	15.6 	10.1 	3.83
1906 	5,316,000 	136,620 	76,366 	60,254 	25.7 	14.4 	11.3 	3.81
1907 	5,357,000 	136,793 	78,149 	58,644 	25.5 	14.6 	10.9 	3.77
1908 	5,404,000 	138,874 	80,568 	58,306 	25.7 	14.9 	10.8 	3.79
1909 	5,453,000 	139,505 	74,538 	64,967 	25.6 	13.7| 	11.9 	3.71
1910 	5,499,000 	135,625 	77,212 	58,413 	24.7 	14.0 	10.7 	3.60
1911 	5,542,000 	132,977 	76,462 	56,515 	24.0 	13.8 	10.2 	3.49
1912 	5,583,000 	132,868 	79,241 	53,627 	23.8 	14.2 	9.6 	3.44
1913 	5,621,000 	130,200 	76,724 	53,476 	23.2 	13.6 	9.6 	3.32
1914 	5,659,000 	129,458 	78,311 	51,147 	22.9 	13.8 	9.1 	3.29
1915 	5,696,000 	122,997 	83,587 	39,410 	21.6 	14.7 	6.9 	3.06
1916 	5,735,000 	121,679 	77,771 	43,908 	21.2 	13.6 	7.6 	2.99
1917 	5,779,000 	120,855 	77,385 	43,470 	20.9 	13.4 	7.5 	2.93
1918 	5,807,000 	117,955 	104,594 	13,361 	20.3 	18.0 	2.3 	2.83
1919 	5,830,000 	115,193 	84,289 	30,904 	19.8 	14.5 	5.3 	2.72
1920 	5,876,000 	138,753 	78,128 	60,625 	23.6 	13.3 	10.3 	3.22
1921 	5,929,000 	127,723 	73,536 	54,187 	21.5 	12.4 	9.1 	2.93
1922 	5,971,000 	116,946 	76,343 	40,603 	19.6 	12.8 	6.8 	2.66
1923 	5,997,000 	113,435 	68,424 	45,011 	18.9 	11.4 	7.5 	2.55
1924 	6,021,000 	109,055 	72,001 	37,054 	18.1 	12.0 	6.1 	2.43
1925 	6,045,000 	106,292 	70,918 	35,374 	17.6 	11.7 	5.9 	2.34
1926 	6,064,000 	102,007 	71,344 	30,663 	16.8 	11.8 	5.0 	2.22
1927 	6,081,000 	97,994 	77,219 	20,775 	16.1 	12.7 	3.4 	2.11
1928 	6,097,000 	97,868 	73,267 	24,601 	16.1 	12.0 	4.1 	2.08
1929 	6,113,000 	92,861 	74,538 	18,323 	15.2 	12.2 	3.0 	1.95
1930 	6,131,000 	94,220 	71,790 	22,430 	15.4 	11.7 	3.7 	1.96
1931 	6,152,000 	91,074 	77,121 	13,953 	14.8 	12.5 	2.3 	1.88
1932 	6,176,000 	89,779 	71,459 	18,320 	14.5 	11.6 	2.9 	1.83
1933 	6,201,000 	85,020 	69,607 	15,413 	13.7 	11.2 	2.5 	1.72
1934 	6,222,000 	85,092 	69,921 	15,171 	13.7 	11.2 	2.5 	1.67
1935 	6,242,000 	85,906 	72,813 	13,093 	13.8 	11.7 	2.1 	1.70
1936 	6,259,000 	88,938 	74,836 	14,102 	14.2 	12.0 	2.2 	1.75
1937 	6,276,000 	90,373 	75,392 	14,981 	14.4 	12.0 	2.4 	1.77
