 	Average
population 	Live births 	Deaths 	Natural
change 	Births
(per 1000) 	Deaths
(per 1000) 	Natural
change
(per 1000) 	Fertility
rates 	Induced
abortions
1919 	2,940,000 	91,729 	56,866 	34,863 	31.2 	19.3 	11.9 	3.64
1920 	3,001,000 	97,680 	61,084 	36,596 	32.6 	20.4 	12.2 	4.25
1921 	3,006,000 	114,947 	63,507 	51,440 	38.2 	21.1 	17.1 	4.96
1922 	3,046,000 	111,059 	62,902 	48,157 	36.5 	20.7 	15.8 	4.67
1923 	3,095,000 	111,070 	54,176 	56,894 	35.9 	17.5 	18.4 	4.55
1924 	3,135,000 	106,062 	56,322 	49,740 	33.8 	18.0 	15.9 	4.25
1925 	3,168,000 	102,867 	56,171 	46,696 	32.5 	17.7 	14.7 	4.01
1926 	3,202,000 	103,955 	59,701 	44,254 	32.5 	18.6 	13.8 	3.98
1927 	3,232,000 	99,891 	59,172 	40,719 	30.9 	18.3 	12.6 	3.76
1928 	3,258,000 	99,673 	58,320 	41,353 	30.6 	17.9 	12.7 	3.69
1929 	3,286,000 	95,387 	56,447 	38,940 	29.0 	17.2 	11.9 	3.48
1930 	3,315,000 	96,898 	52,268 	44,630 	29.2 	15.8 	13.5 	3.49
1931 	3,350,000 	93,309 	54,273 	39,036 	27.9 	16.2 	11.7 	3.33
1932 	3,388,000 	93,140 	52,992 	40,148 	27.5 	15.6 	11.9 	3.29
1933 	3,424,000 	84,975 	50,655 	34,320 	24.8 	14.8 	10.0 	2.96
1934 	3,456,000 	83,493 	50,178 	33,315 	24.2 	14.5 	9.6 	2.86
1935 	3,486,000 	82,382 	49,830 	32,552 	23.6 	14.3 	9.3 	2.8
1936 	3,515,000 	80,923 	48,547 	32,376 	23.0 	13.8 	9.2 	2.79
1937 	3,540,000 	79,862 	49,527 	30,335 	22.6 	14.0 	8.6 	2.77
1938 	3,726,000 	80,800 	49,700 	31,100 	21.7 	13.3 	8.3 	2.8
1939 	3,577,000 	81,200 	48,800 	32,400 	22.7 	13.6 	9.1 	2.83
1940 	3,553,000 	85,300 	52,900 	32,400 	24.0 	14.9 	9.1 	2.87
1941 	3,542,000 	85,700 	53,600 	32,100 	24.2 	15.1 	9.1 	2.9
1942 	3,523,000 	87,200 	55,900 	31,300 	24.8 	15.9 	8.9 	2.93
1943 	3,503,000 	87,700 	50,900 	36,800 	25.0 	14.5 	10.5 	2.96
1944 	3,484,000 	91,600 	58,100 	33,500 	26.3 	16.7 	9.6 	3
1945 	3,459,000 	81,880 	67,505 	14,375 	23.7 	19.5 	4.2 	3.03
1946 	3,392,000 	82,204 	47,589 	34,615 	24.2 	14.0 	10.2 	3.09
1947 	3,399,000 	87,659 	41,491 	46,168 	25.8 	12.2 	13.6 	3.21
1948 	3,446,000 	91,189 	40,873 	50,316 	26.5 	11.9 	14.6 	3.24
1949 	3,447,000 	91,053 	41,727 	49,326 	26.4 	12.1 	14.3 	3.28
1950 	3,463,000 	99,721 	39,668 	60,053 	28.8 	11.5 	17.4 	3.56
1951 	3,509,000 	100,663 	40,505 	60,158 	28.5 	11.5 	17.0 	3.58
1952 	3,558,000 	100,824 	36,897 	63,927 	28.0 	10.2 	17.7 	3.57
1953 	3,599,000 	99,124 	35,598 	63,526 	26.9 	9.7 	17.3 	3.50
1954 	3,661,000 	98,310 	34,866 	63,444 	26.2 	9.3 	16.9 	3.45
1955 	3,727,000 	99,305 	32,917 	66,388 	26.0 	8.6 	17.4 	3.47
1956 	3,787,000 	99,467 	32,815 	66,652 	25.5 	8.4 	17.1 	3.46
1957 	3,844,000 	97,311 	35,755 	61,556 	24.5 	9.0 	15.5 	3.34
1958 	3,900,000 	93,272 	32,106 	61,166 	23.1 	7.9 	15.1 	3.25 	12,383
1959 	3,946,000 	87,991 	34,077 	53,914 	21.5 	8.3 	13.1 	3.07 	17,217
1960 	3,994,000 	88,412 	31,609 	56,803 	22.1 	7.9 	14.2 	3.08 	20,738
1961 	4,182,000 	87,359 	31,403 	55,956 	21.6 	7.8 	13.8 	3.04 	24,244
1962 	4,238,000 	83,899 	34,398 	49,501 	19.8 	8.1 	11.7 	2.84 	23,784
1963 	4,282,000 	87,158 	32,978 	54,180 	20.4 	7.7 	12.7 	2.95 	19,076
1964 	4,327,000 	86,878 	32,875 	54,003 	20.1 	7.6 	12.5 	2.91 	19,174
1965 	4,371,000 	84,257 	35,910 	48,347 	19.3 	8.2 	11.1 	2.80 	21,037
1966 	4,412,000 	81,453 	36,357 	45,096 	18.5 	8.2 	10.2 	2.68 	24,445
1967 	4,449,000 	77,537 	35,458 	42,079 	17.4 	8.0 	9.5 	2.50 	26,571
1968 	4,484,000 	76,370 	38,076 	38,294 	17.0 	8.5 	8.5 	2.40 	27,398
1969 	4,519,000 	79,769 	40,623 	39,146 	17.7 	9.0 	8.7 	2.43 	28,534
1970 	4,550,000 	80,666 	42,240 	38,426 	17.7 	9.3 	8.4 	2.40 	27,873
1971 	4,557,000 	83,062 	42,856 	40,206 	18.2 	9.4 	8.8 	2.42 	28,619
1972 	4,597,000 	87,794 	41,410 	46,384 	19.1 	9.0 	10.1 	2.49 	26,213
1973 	4,641,000 	92,953 	43,759 	49,194 	20.0 	9.4 	10.6 	2.56 	25,335
1974 	4,690,000 	97,585 	44,934 	52,651 	20.8 	9.6 	11.2 	2.60 	26,086
1975 	4,739,000 	97,649 	45,248 	52,401 	20.6 	9.5 	11.1 	2.53 	26,160
1976 	4,790,000 	99,814 	45,420 	54,394 	20.8 	9.5 	11.4 	2.52 	27,700
1977 	4,841,000 	99,533 	47,181 	52,352 	20.6 	9.7 	10.8 	2.47 	27,875
1978 	4,890,000 	100,193 	47,778 	52,415 	20.5 	9.8 	10.7 	2.45 	28,641
1979 	4,939,000 	100,240 	47,837 	52,403 	20.3 	9.7 	10.6 	2.44 	29,981
1980 	4,984,000 	95,100 	50,579 	44,521 	19.1 	10.1 	8.9 	2.31 	31,240
1981 	5,016,000 	93,290 	49,632 	43,658 	18.6 	9.9 	8.7 	2.28 	31,943
1982 	5,055,000 	92,618 	50,393 	42,225 	18.3 	10.0 	8.4 	2.26 	33,107
1983 	5,092,000 	92,053 	52,433 	39,620 	18.1 	10.3 	7.8 	2.27 	33,625
1984 	5,127,000 	90,843 	51,739 	39,104 	17.7 	10.1 	7.6 	2.25 	34,268
1985 	5,162,000 	90,155 	52,464 	37,691 	17.5 	10.2 	7.3 	2.26 	36,283
1986 	5,193,000 	87,138 	53,233 	33,905 	16.8 	10.3 	6.5 	2.20 	40,624
1987 	5,224,000 	84,006 	52,980 	31,026 	16.1 	10.1 	5.9 	2.18 	49,690
1988 	5,251,000 	83,242 	52,475 	30,767 	15.9 	10.0 	5.9 	2.15 	51,000
1989 	5,276,000 	80,116 	53,902 	26,214 	15.2 	10.2 	5.0 	2.08 	48,602
1990 	5,298,000 	79,989 	54,619 	25,370 	15.1 	10.3 	4.8 	2.09 	48,437
1991 	5,283,000 	78,569 	54,618 	23,951 	14.9 	10.3 	4.5 	2.05 	45,902
1992 	5,307,000 	74,640 	53,423 	21,217 	14.1 	10.1 	4.0 	1.99 	42,626
1993 	5,325,000 	73,256 	52,707 	20,549 	13.8 	9.9 	3.9 	1.93 	38,815
1994 	5,347,000 	66,370 	51,386 	14,984 	12.4 	9.6 	2.8 	1.67 	34,883
1995 	5,364,000 	61,427 	52,686 	8,741 	11.5 	9.8 	1.6 	1.52 	29,409
1996 	5,374,000 	60,123 	51,236 	8,887 	11.2 	9.5 	1.7 	1.47 	25,173
1997 	5,383,000 	59,310 	52,080 	7,230 	11.0 	9.7 	1.3 	1.43 	22,318
1998 	5,391,000 	57,582 	53,156 	4,426 	10.7 	9.9 	0.8 	1.37 	21,109
1999 	5,396,000 	56,223 	52,402 	3,821 	10.4 	9.7 	0.7 	1.33 	19,949
2000 	5,401,000 	55,151 	52,724 	2,427 	10.2 	9.8 	0.4 	1.29 	18,468
2001 	5,379,000 	51,136 	51,980 	-844 	9.5 	9.7 	-0.2 	1.20 	18,026
2002 	5,379,000 	50,841 	51,532 	-691 	9.5 	9.6 	-0.1 	1.19 	17,382
2003 	5,379,000 	51,713 	52,230 	-517 	9.6 	9.7 	-0.1 	1.20 	16,222
2004 	5,383,000 	53,747 	51,852 	1,895 	10.0 	9.6 	0.4 	1.24 	15,307
2005 	5,387,000 	54,430 	53,475 	955 	10.1 	9.9 	0.2 	1.25 	14,427
2006 	5,391,000 	53,904 	53,301 	603 	10.0 	9.9 	0.1 	1.24 	14,243
2007 	5,398,000 	54,424 	53,856 	568 	10.1 	10.0 	0.1 	1.26 	13,424
2008 	5,407,000 	57,360 	53,164 	4,196 	10.6 	9.8 	0.8 	1.32 	13,394
2009 	5,418,000 	61,217 	52,913 	8,304 	11.3 	9.8 	1.5 	1.41 	13,240
2010 	5,431,000 	60,410 	53,445 	6,965 	11.1 	9.8 	1.3 	1.40 	12,582
2011 	5,398,000 	60,813 	51,903 	8,910 	11.3 	9.6 	1.7 	1.45 	11,789
2012 	5,408,000 	55,535 	52,437 	3,098 	10.3 	9.7 	0.6 	1.34 	11,214
2013 	5,416,000 	54,823 	52,089 	2,734 	10.1 	9.6 	0.5 	1.34 	11,105
2014 	5,421,000 	55,033 	51,346 	3,687 	10.2 	9.5 	0.7 	1.37 	10,582
2015 	5,426,000 	55,604 	53,826 	1,778 	10.3 	9.9 	0.4 	1.40 	10,058
2016 	5,435,000 	57,557 	52,351 	5,206 	10.6 	9.6 	1.0 	1.48 	9,390
2017[5][6] 	5,443,000 	57,969 	53,914 	4,055 	10.7 	9.9 	0.8 	1.52 	9,083
2018 	5,450,000 	57,639 	54,293 	3,346 	10.6 	10.0 	0.6 	1.54 	9,039
